entity_class,subject_family,subject_family_raw,document_id,source_url,title,category_heading
Non-Banking Financial Companies,Treatment of Wilful Defaulters and Large Defaulters,Treatment of Wilful Defaulters and Large Defaulters,md_12946,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/358MDB0FF0CDD07C04BFAB5A97494E9BB7104.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Treatment of Wilful Defaulters and Large Defaulters) Directions, 2025 (Updated as on July 01, 2026)",Non-Banking Financial Companies
Non-Banking Financial Companies,Resolution of Stressed Assets,Resolution of Stressed Assets,md_12947,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/357MD501BDDC9758E40B592D1AD2D919CC6AF.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Resolution of Stressed Assets) Directions, 2025 (updated as on July 1, 2026)",Non-Banking Financial Companies
Non-Banking Financial Companies,"Income Recognition, Asset Classification and Provisioning","Income Recognition, Asset Classification and Provisioning",md_12948,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/356MD4F8109CA54BE44A9805C5300601F8A11.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Income Recognition, Asset Classification and Provisioning) Directions, 2025 (updated as on July 01, 2026)",Non-Banking Financial Companies
Non-Banking Financial Companies,Asset Liability Management,Asset Liability Management,md_12949,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/355MDDFD8E87964DD4F529248131781B5812F.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Asset Liability Management) Directions, 2025 (Updated as on July 01, 2026)",Non-Banking Financial Companies
Non-Banking Financial Companies,"Classification, Valuation and Operation of Investment Portfolio","Classification, Valuation and Operation of Investment Portfolio",md_12950,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/354MD1F909E42C44E481085D47ECF16A9EE26.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Classification, Valuation and Operation of Investment Portfolio) Directions, 2025 (Updated as on July 01, 2026)",Non-Banking Financial Companies
Non-Banking Financial Companies,Securitisation Transactions,Securitisation Transactions,md_12951,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/353MD9A35481FC07E4D1199A62E5C2356B0C4.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Securitisation Transactions) Directions, 2025 (Updated as on July 01, 2026)",Non-Banking Financial Companies
Non-Banking Financial Companies,Transfer and Distribution of Credit Risk,Transfer and Distribution of Credit Risk,md_12952,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/352MDCF4E55B0ACD24FCC8AED1C715997F0F9.PDF,"Reserve Bank of India (Non-Banking Financial Companies - Transfer and Distribution of Credit Risk) Directions, 2025 (Updated as on July 01, 2026)",Non-Banking Financial Companies
Non-Banking Financial Companies,Concentration Risk Management,Concentration Risk Management,md_12953,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/351MD74108723E6DA484E954DB9D2C7ED184C.PDF,"Reserve Bank of India (Non-Banking Financial Companies - Concentration Risk Management) Directions, 2025 (Updated as on July 01, 2026)",Non-Banking Financial Companies
Non-Banking Financial Companies,Credit Risk Management,Credit Risk Management,md_12954,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/350MDEF81E70DAB50429898EB2CF07BBCA09E.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Credit Risk Management) Directions, 2025 (Updated as on July 01, 2026)",Non-Banking Financial Companies
Non-Banking Financial Companies,Credit Information Reporting,Credit Information Reporting,md_12955,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/349MD04B1F5EC16D84779BC61D9CC40552401.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Credit Information Reporting) Directions, 2025 (Updated as on July 01, 2026)",Non-Banking Financial Companies
Non-Banking Financial Companies,Credit Cards: Issuance and Conduct,Credit Cards: Issuance and Conduct,md_12956,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/348MD993245D8570047299D1814811F20AFEE.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Credit Cards: Issuance and Conduct) Directions, 2025",Non-Banking Financial Companies
Non-Banking Financial Companies,Credit Facilities,Credit Facilities,md_12957,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/347MD5CC21D3597C04354B67A42A1A4CB439C.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Credit Facilities) Directions, 2025 (updated as on July 15, 2026)",Non-Banking Financial Companies
Non-Banking Financial Companies,Acceptance of Public Deposits,Acceptance of Public Deposits,md_12958,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/346MD6C1FC3FFE3E84415B12A1C05642FD3E3.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Acceptance of Public Deposits) Directions, 2025 (Updated as on April 15, 2026)",Non-Banking Financial Companies
Non-Banking Financial Companies,Prudential Norms on Capital Adequacy,Prudential Norms on Capital Adequacy,md_12959,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/345MDAB71EF5B2D534D7B92C654742BDF9A77.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Prudential Norms on Capital Adequacy) Directions, 2025 (Updated as on July 01, 2026)",Non-Banking Financial Companies
Non-Banking Financial Companies,Governance,Governance,md_12960,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/344MD22F0E87F6DD848919A6459236939D76F.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Governance) Directions, 2025 (Updated as on June 24, 2026)",Non-Banking Financial Companies
Non-Banking Financial Companies,Undertaking of Financial Services,Undertaking of Financial Services,md_12961,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/343MD54448C9FA65A429BB5AFADBB162904F1.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Undertaking of Financial Services) Directions, 2025 (Updated as on July 01, 2026)",Non-Banking Financial Companies
Non-Banking Financial Companies,Branch Authorisation,Branch Authorisation,md_12962,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/342MD6D0E541E684A451BB4BB80C4819B2BB1.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Branch Authorisation) Directions, 2025 (Updated as on April 15, 2026)",Non-Banking Financial Companies
Non-Banking Financial Companies,Voluntary Amalgamation,Voluntary Amalgamation,md_12963,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/341MDDF7F3A9C8BF2439D828E773D444D7FD3.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Voluntary Amalgamation) Directions, 2025",Non-Banking Financial Companies
Non-Banking Financial Companies,Acquisition of Shareholding or Control,Acquisition of Shareholding or Control,md_12964,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/340MD4B77ED4B942E4F9FBECA5673D0360BA3.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Acquisition of Shareholding or Control) Directions, 2025",Non-Banking Financial Companies
Non-Banking Financial Companies,"Registration, Exemptions and Framework for Scale Based Regulation","Registration, Exemptions and Framework for Scale Based Regulation",md_12965,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/339MD7166A79E96D64572B378949D3972DBD1.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Registration, Exemptions and Framework for Scale Based Regulation) Directions, 2025 (Updated as on July 01, 2026)",Non-Banking Financial Companies
Asset Reconstruction Companies,Know Your Customer,Know Your Customer,md_12927,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/377MDC2C0B12BF5FA4716B1186CBAFBAEE6DC.PDF,"Reserve Bank of India (Asset Reconstruction Companies – Know Your Customer) Directions, 2025 (Updated as on December 29, 2025)",Asset Reconstruction Companies
Asset Reconstruction Companies,Treatment of Wilful Defaulters and Large Defaulters,Treatment of Wilful Defaulters and Large Defaulters,md_12928,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/376MD90C9663D1BA3430989254B93FFC0C975.PDF,"Reserve Bank of India (Asset Reconstruction Companies – Treatment of Wilful Defaulters and Large Defaulters) Directions, 2025",Asset Reconstruction Companies
Asset Reconstruction Companies,Credit Information Reporting,Credit Information Reporting,md_12929,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/375MD4501F9CAB74942A5862702FA20D4F275.PDF,"Reserve Bank of India (Asset Reconstruction Companies  – Credit Information Reporting) Directions, 2025 (Updated as on July 01, 2026)",Asset Reconstruction Companies
Asset Reconstruction Companies,Asset Reconstruction Companies,Asset Reconstruction Companies,md_12930,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/374MD5EB12B213C134165BBC19F6F9B01434A.PDF,"Reserve Bank of India (Asset Reconstruction Companies) Directions, 2025 (Updated as on March 10, 2026)",Asset Reconstruction Companies
Credit Information Companies,Managing Risks in Outsourcing,Managing Risks in Outsourcing,md_12925,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/379MD4FB63C400E634A6EA5E9F800150E0643.PDF,"Reserve Bank of India (Credit Information Companies – Managing Risks in Outsourcing) Directions, 2025",Credit Information Companies
Credit Information Companies,Credit Information Companies,Credit Information Companies,md_12926,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/378MD65D46FCCF0C34491B34505C6E1DACFFE.PDF,"Reserve Bank of India (Credit Information Companies) Directions, 2025 (Updated as on July 01, 2026)",Credit Information Companies
Commercial Banks,(Commercial Banks – Miscellaneous) Supervisory,(Commercial Banks – Miscellaneous) Supervisory,md_13637,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/416MD53D6A6765E6649B6AAABB58C0E4C7EFB.PDF,"Reserve Bank of India (Commercial Banks – Miscellaneous) Supervisory Directions, 2026",Commercial Banks
Commercial Banks,Supervisory Returns,Supervisory Returns,md_13638,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/415MD17AD8787C68848D58600F61E35468861.PDF,"Reserve Bank of India (Commercial Banks – Supervisory Returns) Directions, 2026",Commercial Banks
Commercial Banks,Statutory Audit,Statutory Audit,md_13639,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/414MDEB929BD427B7443C98B182F2A13E1396.PDF,"Reserve Bank of India (Commercial Banks – Statutory Audit) Directions, 2026",Commercial Banks
Commercial Banks,Internal Audit Function,Internal Audit Function,md_13640,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/413MD4F9FF319B5954ED1998D65025BDCBFDA.PDF,"Reserve Bank of India (Commercial Banks - Internal Audit Function) Directions, 2026",Commercial Banks
Commercial Banks,Fraud Risk Management,Fraud Risk Management,md_13641,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/412MD5B6CA712E156413BACDEA9DD5CF5D1EF.PDF,"Reserve Bank of India (Commercial Banks – Fraud Risk Management) Directions, 2026",Commercial Banks
Commercial Banks,Digital Payment Security Controls,Digital Payment Security Controls,md_13642,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/411MD1918998D1AD74F159D57664FB10E053F.PDF,"Reserve Bank of India (Commercial Banks – Digital Payment Security Controls) Directions, 2026",Commercial Banks
Commercial Banks,"Cybersecurity, Technology: Risk, Resilience and Assurance Framework","Cybersecurity, Technology: Risk, Resilience and Assurance Framework",md_13643,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/410MD1C1DD4C43C9C49ED9033D64902636D9C.PDF,"Reserve Bank of India (Commercial Banks – Cybersecurity, Technology: Risk, Resilience and Assurance Framework) Directions, 2026",Commercial Banks
Commercial Banks,Concurrent Audit,Concurrent Audit,md_13644,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/409MD13EB09368FC543A2BEDF3B9E8F2C9A6A.PDF,"Reserve Bank of India (Commercial Banks – Concurrent Audit) Directions, 2026",Commercial Banks
Commercial Banks,Compliance Function,Compliance Function,md_13645,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/408MD83CAFF1305FB4180A6C3B4E68C88ED09.PDF,"Reserve Bank of India (Commercial Banks - Compliance Function) Directions, 2026",Commercial Banks
Small Finance Banks,(Small Finance Banks – Miscellaneous) Supervisory,(Small Finance Banks – Miscellaneous) Supervisory,md_13628,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/425MD0436481B095C48CD89101DA2ACCD152E.PDF,"Reserve Bank of India (Small Finance Banks – Miscellaneous) Supervisory Directions, 2026",Small Finance Banks
Small Finance Banks,Supervisory Returns,Supervisory Returns,md_13629,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/424MD2CF5C97A54FA4C2883108496BBEF2D80.PDF,"Reserve Bank of India (Small Finance Banks - Supervisory Returns) Directions, 2026",Small Finance Banks
Small Finance Banks,Statutory Audit,Statutory Audit,md_13630,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/423MD425FF643D83E4234949863E6681E0BC3.PDF,"Reserve Bank of India (Small Finance Banks – Statutory Audit) Directions, 2026",Small Finance Banks
Small Finance Banks,Internal Audit Function,Internal Audit Function,md_13631,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/422MD40D63D4AC3564816952B97A16E1AFABD.PDF,"Reserve Bank of India (Small Finance Banks - Internal Audit Function) Directions, 2026",Small Finance Banks
Small Finance Banks,Fraud Risk Management,Fraud Risk Management,md_13632,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/421MD045AAA3F34354D88B80AB52E2EFBBBA1.PDF,"Reserve Bank of India (Small Finance Banks – Fraud Risk Management) Directions, 2026",Small Finance Banks
Small Finance Banks,Digital Payment Security Controls,Digital Payment Security Controls,md_13633,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/420MD29384D707EBB4C938067734D3B24D278.PDF,"Reserve Bank of India (Small Finance Banks – Digital Payment Security Controls) Directions, 2026",Small Finance Banks
Small Finance Banks,"Cybersecurity, Technology: Risk, Resilience and Assurance Framework","Cybersecurity, Technology: Risk, Resilience and Assurance Framework",md_13634,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/419MD2FBDBDE1A8C948B79579A76A9BC83E21.PDF,"Reserve Bank of India (Small Finance Banks - Cybersecurity, Technology: Risk, Resilience and Assurance Framework) Directions, 2026",Small Finance Banks
Small Finance Banks,Concurrent Audit,Concurrent Audit,md_13635,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/418MD59AF663B94CE4CA4AED6B0F320D63F27.PDF,"Reserve Bank of India (Small Finance Banks – Concurrent Audit) Directions, 2026",Small Finance Banks
Small Finance Banks,Compliance Function,Compliance Function,md_13636,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/417MDBF2FB62647A34F518725C7419A522A1A.PDF,"Reserve Bank of India (Small Finance Banks - Compliance Function) Directions, 2026",Small Finance Banks
Payments Banks,(Payments Banks – Miscellaneous) Supervisory,(Payments Banks – Miscellaneous) Supervisory,md_13619,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/434MDB0864F4A89F445818734DA5107794020.PDF,"Reserve Bank of India (Payments Banks – Miscellaneous) Supervisory Directions, 2026",Payments Banks
Payments Banks,Supervisory Returns,Supervisory Returns,md_13620,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/433MD144CFE8D6C744FDABF82F09A06E54704.PDF,"Reserve Bank of India (Payments Banks - Supervisory Returns) Directions, 2026",Payments Banks
Payments Banks,Statutory Audit,Statutory Audit,md_13621,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/432MD02061AE612F1453BAD8A821EBECC8F58.PDF,"Reserve Bank of India (Payments Banks – Statutory Audit) Directions, 2026",Payments Banks
Payments Banks,Internal Audit Function,Internal Audit Function,md_13622,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/431MDACE5BE38F43D4579B03E9DF6F96DA7B7.PDF,"Reserve Bank of India (Payments Banks - Internal Audit Function) Directions, 2026",Payments Banks
Payments Banks,Fraud Risk Management,Fraud Risk Management,md_13623,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/430MD8AFE9055BACE46968BC6E8CB3112471B.PDF,"Reserve Bank of India (Payments Banks – Fraud Risk Management) Directions, 2026",Payments Banks
Payments Banks,Digital Payment Security Controls,Digital Payment Security Controls,md_13624,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/429MD335484C7D27C4AC58720D636CA735A25.PDF,"Reserve Bank of India (Payments Banks – Digital Payment Security Controls) Directions, 2026",Payments Banks
Payments Banks,"Cybersecurity, Technology: Risk, Resilience and Assurance Framework","Cybersecurity, Technology: Risk, Resilience and Assurance Framework",md_13625,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/428MD47757204F5E54CE99FB1E19E8C458655.PDF,"Reserve Bank of India (Payments Banks - Cybersecurity, Technology: Risk, Resilience and Assurance Framework) Directions, 2026",Payments Banks
Payments Banks,Concurrent Audit,Concurrent Audit,md_13626,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/427MD7FCE1B261A9043DC9F6B526DAC24BCF3.PDF,"Reserve Bank of India (Payments Banks – Concurrent Audit) Directions, 2026",Payments Banks
Payments Banks,Compliance Function,Compliance Function,md_13627,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/426MDAC33102EE3FA40DA842AAF54921D76DD.PDF,"Reserve Bank of India (Payments Banks - Compliance Function) Directions, 2026",Payments Banks
Local Area Banks,(Local Area Banks – Miscellaneous) Supervisory,(Local Area Banks – Miscellaneous) Supervisory,md_13603,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/450MD9EEAB01F633148768CC03DEEA746654E.PDF,"Reserve Bank of India (Local Area Banks – Miscellaneous) Supervisory Directions, 2026",Local Area Banks
Local Area Banks,Supervisory Returns,Supervisory Returns,md_13604,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/449MD116AEA06D1C141EDA717FDD5B72BB988.PDF,"Reserve Bank of India (Local Area Banks - Supervisory Returns) Directions, 2026",Local Area Banks
Local Area Banks,Statutory Audit,Statutory Audit,md_13605,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/448MDEB239D081FB94715A7DA64D5F34CC51D.PDF,"Reserve Bank of India (Local Area Banks – Statutory Audit) Directions, 2026",Local Area Banks
Local Area Banks,Internal Audit Function,Internal Audit Function,md_13606,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/447MDBF165A2602F944F79E739038F8807402.PDF,"Reserve Bank of India (Local Area Banks - Internal Audit Function) Directions, 2026",Local Area Banks
Local Area Banks,Fraud Risk Management,Fraud Risk Management,md_13607,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/446MDF0DB1395806B4600842005FCA98583BE.PDF,"Reserve Bank of India (Local Area Banks – Fraud Risk Management) Directions, 2026",Local Area Banks
Local Area Banks,Concurrent Audit,Concurrent Audit,md_13608,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/445MD0C4C20C6998646ABAC1E8634D932999D.PDF,"Reserve Bank of India (Local Area Banks – Concurrent Audit) Directions, 2026",Local Area Banks
Local Area Banks,Compliance Function,Compliance Function,md_13609,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/444MDF1F447E6FD10463DAEDCAA55AEBC11ED.PDF,"Reserve Bank of India (Local Area Banks - Compliance Function) Directions, 2026",Local Area Banks
Regional Rural Banks,(Regional Rural Banks - Miscellaneous) Supervisory,(Regional Rural Banks - Miscellaneous) Supervisory,md_13598,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/455MDC05EBF7DB224411BA9BCFB752F1AA5C3.PDF,"Reserve Bank of India (Regional Rural Banks - Miscellaneous) Supervisory Directions, 2026",Regional Rural Banks
Regional Rural Banks,Fraud Risk Management,Fraud Risk Management,md_13599,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/454MD3627FA91C182430CB1E49367CA5A9896.PDF,"Reserve Bank of India (Regional Rural Banks – Fraud Risk Management) Directions, 2026",Regional Rural Banks
Urban Co-operative Banks,(Urban Co-operative Banks - Miscellaneous) Supervisory,(Urban Co-operative Banks - Miscellaneous) Supervisory,md_13610,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/443MD40CA627030B44C78A2B73D3CE3BE4E98.PDF,"Reserve Bank of India (Urban Co-operative Banks - Miscellaneous) Supervisory Directions, 2026",Urban Co-operative Banks
Urban Co-operative Banks,Supervisory Returns,Supervisory Returns,md_13611,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/442MD0BA25C6023EF4C10A10B90D638D6B00D.PDF,"Reserve Bank of India (Urban Co-operative Banks - Supervisory Returns) Directions, 2026",Urban Co-operative Banks
Urban Co-operative Banks,Statutory Audit,Statutory Audit,md_13612,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/441MD53753CC8209F499E84242D70BF5AAB9F.PDF,"Reserve Bank of India (Urban Co-operative Banks - Statutory Audit) Directions, 2026",Urban Co-operative Banks
Urban Co-operative Banks,Internal Audit Function,Internal Audit Function,md_13613,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/440MDAD4DA76A732549728DFC3DC643051CA0.PDF,"Reserve Bank of India (Urban Co-operative Banks - Internal Audit Function) Directions, 2026",Urban Co-operative Banks
Urban Co-operative Banks,Fraud Risk Management,Fraud Risk Management,md_13614,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/439MD31E8DC47A27C4FE6B43005D22E4F6CB7.PDF,"Reserve Bank of India (Urban Co-operative Banks – Fraud Risk Management) Directions, 2026",Urban Co-operative Banks
Urban Co-operative Banks,Digital Payment Security Controls,Digital Payment Security Controls,md_13615,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/438MDD999C3E155F8479AA7075B10FAF82870.PDF,"Reserve Bank of India (Urban Co-operative Banks – Digital Payment Security Controls) Directions, 2026",Urban Co-operative Banks
Urban Co-operative Banks,"Cybersecurity, Technology: Risk, Resilience and Assurance Framework","Cybersecurity, Technology: Risk, Resilience and Assurance Framework",md_13616,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/437MDA9AD9C6F79B74CC8ABD98AAB32B1CD7D.PDF,"Reserve Bank of India (Urban Co-operative Banks – Cybersecurity, Technology: Risk, Resilience and Assurance Framework) Directions, 2026",Urban Co-operative Banks
Urban Co-operative Banks,Concurrent Audit,Concurrent Audit,md_13617,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/436MD1749C7AECBD84DA589A814082520A61A.PDF,"Reserve Bank of India (Urban Co-operative Banks – Concurrent Audit) Directions, 2026",Urban Co-operative Banks
Urban Co-operative Banks,Compliance Function,Compliance Function,md_13618,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/435MD3E78BD10EF6B4B0D8E7A686F5515990E.PDF,"Reserve Bank of India (Urban Co-operative Banks - Compliance Function) Directions, 2026",Urban Co-operative Banks
Rural Co-operative Banks,(Rural Co-operative Banks - Miscellaneous) Supervisory,(Rural Co-operative Banks - Miscellaneous) Supervisory,md_13600,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/453MD62DE2F74F5754FF89FCE75096ADFA2AF.PDF,"Reserve Bank of India (Rural Co-operative Banks - Miscellaneous) Supervisory Directions, 2026",Rural Co-operative Banks
Rural Co-operative Banks,Statutory Audit,Statutory Audit,md_13601,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/452MD687C391BD41D4A4BA803192EC00E5334.PDF,"Reserve Bank of India (Rural Co-operative Banks - Statutory Audit) Directions, 2026",Rural Co-operative Banks
Rural Co-operative Banks,Fraud Risk Management,Fraud Risk Management,md_13602,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/451MD722AF863DDEA43F29EA4828F2038670D.PDF,"Reserve Bank of India (Rural Co-operative Banks – Fraud Risk Management) Directions, 2026",Rural Co-operative Banks
All India Financial Institutions,(All India Financial Institutions - Miscellaneous) Supervisory,(All India Financial Institutions - Miscellaneous) Supervisory,md_13594,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/459MD246DBC64D787490CA734181844D21432.PDF,"Reserve Bank of India (All India Financial Institutions - Miscellaneous) Supervisory Directions, 2026",All India Financial Institutions
All India Financial Institutions,Supervisory Returns,Supervisory Returns,md_13595,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/458MD364EFCA1964B4A9D88DBC6F0D774C920.PDF,"Reserve Bank of India (All India Financial Institutions - Supervisory Returns) Directions, 2026",All India Financial Institutions
All India Financial Institutions,Fraud Risk Management,Fraud Risk Management,md_13596,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/457MDAC203EBBDF604A81958E02BB2C4BB1B1.PDF,"Reserve Bank of India (All India Financial Institutions – Fraud Risk Management) Directions, 2026",All India Financial Institutions
All India Financial Institutions,"Cybersecurity, Technology: Risk, Resilience and Assurance Framework","Cybersecurity, Technology: Risk, Resilience and Assurance Framework",md_13597,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/456MDC4C94C45185348009970C11F344F27C4.PDF,"Reserve Bank of India (All India Financial Institutions – Cybersecurity, Technology: Risk, Resilience and Assurance Framework) Directions, 2026",All India Financial Institutions
Non-Banking Financial Companies,Auditor’s Report,Auditor’s Report,md_13585,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/468MDF194492AB28E4600BEA9DFBF8D32CC13.PDF,"Reserve Bank of India (Non-Banking Financial Companies - Auditor’s Report) Directions, 2026",Non-Banking Financial Companies
Non-Banking Financial Companies,(Non-Banking Financial Companies – Miscellaneous) Supervisory,(Non-Banking Financial Companies – Miscellaneous) Supervisory,md_13586,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/467MD9CF8CD4ED6364DEEAB5E2638BC39ABA8.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Miscellaneous) Supervisory Directions, 2026",Non-Banking Financial Companies
Non-Banking Financial Companies,Supervisory Returns,Supervisory Returns,md_13587,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/466MD8895831DD9DF4F4ABD6342045EB4509C.PDF,"Reserve Bank of India (Non-Banking Financial Companies - Supervisory Returns) Directions, 2026",Non-Banking Financial Companies
Non-Banking Financial Companies,Statutory Audit,Statutory Audit,md_13588,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/465MD03A0FCE0832642DDAAE82DB2FBC920C8.PDF,"Reserve Bank of India (Non-Banking Financial Companies - Statutory Audit) Directions, 2026",Non-Banking Financial Companies
Non-Banking Financial Companies,Internal Audit Function,Internal Audit Function,md_13589,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/464MD4F5E2EE83BB848DFB6B3475F8B91F45B.PDF,"Reserve Bank of India (Non-Banking Financial Companies - Internal Audit Function) Directions, 2026",Non-Banking Financial Companies
Non-Banking Financial Companies,Fraud Risk Management,Fraud Risk Management,md_13590,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/463MDC5167A28A3B24A2B856804E201261635.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Fraud Risk Management) Directions, 2026",Non-Banking Financial Companies
Non-Banking Financial Companies,Digital Payment Security Controls,Digital Payment Security Controls,md_13591,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/462MD7323FF342D124FAF9BC3B3F7E4F837A5.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Digital Payment Security Controls) Directions, 2026",Non-Banking Financial Companies
Non-Banking Financial Companies,"Cybersecurity, Technology: Risk, Resilience and Assurance Framework","Cybersecurity, Technology: Risk, Resilience and Assurance Framework",md_13592,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/461MD9FAF2CD7550844EE9A70C884DBE4A8A6.PDF,"Reserve Bank of India (Non-Banking Financial Companies – Cybersecurity, Technology: Risk, Resilience and Assurance Framework) Directions, 2026",Non-Banking Financial Companies
Non-Banking Financial Companies,Compliance Function,Compliance Function,md_13593,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/460MD930686EC27D04B4AA9DF4A3481CDD465.PDF,"Reserve Bank of India (Non-Banking Financial Companies - Compliance Function) Directions, 2026",Non-Banking Financial Companies
Asset Reconstruction Companies,Supervisory Returns,Supervisory Returns,md_13584,https://rbidocs.rbi.org.in/rdocs/notification/PDFs/469MDD14C26A537384DFA85C27DFF81A91765.PDF,"Reserve Bank of India (Asset Reconstruction Companies - Supervisory Returns) Directions, 2026",Asset Reconstruction Companies
